zcta,cbsa_name,county_name,state_name,Apply Poverty ,Concentrated wealth per square mile,population_per_square_mile,income_per_capita,Median age - V1 x income per capita x V2 (income per capita*(median age-V1)*V2),Home equity per capita (housing units*%owner-occupied*median value)*V3,poverty_rate,pop_total,pop_total,area_land_sq_miles,median_age,median_age_male,median_age_female,pop_total_18_64,pop_pct_18_64,race_pct_nh_white,race_pct_nh_black,race_pct_nh_amerind_alaskan,race_pct_nh_asian,race_pct_nh_nhpi,race_pct_nh_other,race_pct_nh_two_plus,race_pct_hispanic,income_per_capita,income_median_hh,mean_travel_time_to_work,housing_units,hu_pct_occupied,occupied_hu_pct_owner_occupied,ZILLOW Typical Home Values,educ_pct_hs_grad,educ_pct_bachelors,educ_pct_postgrad,veteran_pct
53711,Madison,Dane County,Wisconsin,208546906.3,257507633.5,1917,57472,71840,62479.06682,0.095066555,49749,49749,25.94967444,37.5,36.3,38.5,31108,0.625299001,0.730265935,0.062996241,0.002030192,0.066232487,0.000783935,0.004321695,0.044463205,0.08890631,57472,98161,18.9,22899,0.9587755,0.61493963,460450.51,0.107397184,0.3522453,0.30765876,0.043547824
77449,Houston-The Woodlands-Sugar Land,Harris County,Texas,202416483.4,257412724.3,4516,30775,26158.75,30846.96123,0.106825024,122098,122098,27.03939111,33.5,31.3,34.6,76364,0.62543203,0.206293305,0.200183459,0.000180183,0.04891153,0.001498796,0.001941064,0.042498649,0.498493014,30775,82300,35.7,39407,0.9652346,0.7021058,282060.4,0.23276618,0.2086264,0.08805847,0.048106987
8755,New York-Newark-Jersey City,Ocean County,New Jersey,215662463.5,257392291.8,1785,43854,75428.88,68729.56306,0.0810627,28586,28586,16.01024345,42.2,39.1,45.4,14887,0.520779403,0.771321626,0.061533618,0,0.033792766,0,0.005597145,0.021583992,0.106170853,43854,76355,30.4,11223,0.92666847,0.8041346,469856.1,0.3813288,0.18738376,0.099297374,0.078105114
8755,New York-Newark-Jersey City,Ocean County,New Jersey,215662463.5,257392291.8,1785,43854,75428.88,68729.56306,0.0810627,28586,28586,16.01024345,42.2,39.1,45.4,14887,0.520779403,0.771321626,0.061533618,0,0.033792766,0,0.005597145,0.021583992,0.106170853,43854,76355,30.4,11223,0.92666847,0.8041346,469856.1,0.3813288,0.18738376,0.099297374,0.078105114
64055,Kansas City,Jackson County,Missouri,198125101.4,257376135,2893,33729,57002.01,31949.5037,0.11510592,36162,36162,12.49791337,41.9,38.3,44.5,20582,0.569160998,0.758724628,0.108815884,0.00091256,0.010231735,0.00116144,0.0024888,0.028123444,0.089541508,33729,66447,24.2,16772,0.94145006,0.6888537,212440.55,0.36796063,0.134695,0.08427712,0.07082024
97203,Portland-Vancouver-Hillsboro,Multnomah County,Oregon,148703290.9,257371400.1,3093,37786,30984.52,52231.48842,0.21111147,33327,33327,10.77563363,33.2,32.9,33.5,23234,0.697152459,0.557115852,0.131544994,0.005341015,0.060431482,0.014072674,0.002460467,0.080715336,0.14831818,37786,74493,25.8,13255,0.95918524,0.58801323,465681.84,0.17869276,0.29560176,0.15830955,0.04507652
33406,Miami-Fort Lauderdale-Pompano Beach,Palm Beach County,Florida,181751741.4,257334976.7,3002,30052,39969.16,45746.0162,0.14685768,26093,26093,8.69126351,38.3,37,39,16547,0.634154754,0.315870157,0.08714981,0.000498218,0.021998237,0,0.004177366,0.017820871,0.552485341,30052,66531,26.7,9361,0.9173165,0.6542448,424937.99,0.34039482,0.1569499,0.067363195,0.039037697
33948,Punta Gorda,Charlotte County,Florida,215675744.4,257334763.4,1422,35103,123211.53,57751.78063,0.08094324,18440,18440,12.96740248,60.1,59.5,61,9388,0.509110629,0.796258134,0.067841649,0,0.018383948,0.001952278,0.004284165,0.031344902,0.079934924,35103,59861,27.3,9386,0.83518004,0.86209977,315165.09,0.34255224,0.13613689,0.066426724,0.12842424
64110,Kansas City,Jackson County,Missouri,152363001.6,257191030.9,5896,35494,18456.88,25165.45498,0.2037941,17610,17610,2.986843345,30.2,28.7,30.9,12814,0.727654742,0.47773992,0.356388416,0.002385009,0.032765474,0,0.006927882,0.042873367,0.080919932,35494,55726,18.2,8857,0.8603365,0.47769028,243496.51,0.20131676,0.2899666,0.20038946,0.037313946
61282,Davenport-Moline-Rock Island,Rock Island County,Illinois,197937469.8,257140167,2621,38461,76922,21184.71434,0.11511756,8234,8234,3.141518866,45,41.4,49.9,4653,0.565095944,0.73366529,0.071289774,0.000607238,0.027811513,0.003157639,0,0.029390333,0.134078212,38461,67865,20.1,4648,0.90684164,0.575089,143923.21,0.37126836,0.11166089,0.078838855,0.13196746
32169,Deltona-Daytona Beach-Ormond Beach,Volusia County,Florida,218597737.9,256980197.4,641,67980,258324,142414.6472,0.0746798,10383,10383,16.1914008,63,62.1,64.2,4894,0.471347395,0.927959164,0.000577868,0.00154098,0.009920062,0.001059424,0,0.008379081,0.050563421,67980,86670,29.5,12333,0.47133705,0.84293824,603547.48,0.1882079,0.24949719,0.20736742,0.12046673
30017,Atlanta-Sandy Springs-Alpharetta,Gwinnett County,Georgia,231208734.7,256917434.7,2118,42799,65482.47,55826.62758,0.050033,24463,24463,11.55073208,40.3,43,36.3,15186,0.62077423,0.334750439,0.472836529,0,0.024772105,0,0.006295221,0.039937865,0.12140784,42799,109890,37.1,7881,0.9680244,0.81583434,438845.34,0.23221612,0.26989838,0.16114372,0.06329184
12304,Albany-Schenectady-Troy,Schenectady County,New York,156701517.7,256901505.5,3286,33898,53558.84,24614.07029,0.19501635,21901,21901,6.664285228,40.8,38.7,43.1,13236,0.604355965,0.519656637,0.172366559,0.001780741,0.099538834,0,0.026893749,0.096479613,0.083283868,33898,63349,22.8,9322,0.9348852,0.5790017,213663.41,0.30850855,0.14275357,0.0876557,0.044049773
40203,Louisville/Jefferson County,Jefferson County,Kentucky,74903860.44,256817468.1,6205,25568,33494.08,7897.3602,0.35416907,17964,17964,2.895269692,38.1,39.2,35.9,12729,0.708583834,0.439490091,0.502226676,0.001057671,0.004620352,0.000556669,0.000222668,0.030672456,0.021153418,25568,30739,21.6,10929,0.8383201,0.22549662,137336.08,0.31959006,0.14450008,0.087388515,0.07144763
20155,Washington-Arlington-Alexandria,Prince William County,Virginia,239124513,256711599.8,1457,55607,77293.73,98952.58336,0.034254562,37106,37106,25.47526371,38.9,36.8,41,21471,0.578639573,0.570985824,0.123214574,0,0.126044306,0.000431197,0.006252358,0.048940872,0.124130868,55607,147295,37.2,12577,0.97622645,0.8538036,700512.13,0.15704754,0.32518765,0.22197665,0.117271654
23228,Richmond,Henrico County,Virginia,202865813.8,256675073.6,3206,37315,45524.3,34531.96274,0.1048198,35592,35592,11.10104874,37.2,35.3,39.7,23947,0.672819735,0.488873904,0.251545291,0.000365251,0.0658294,0.000758597,0.004692066,0.047426388,0.140509103,37315,63533,21.1,16316,0.9371169,0.518705,309938.66,0.2823394,0.19704698,0.115934804,0.057173055
55337,Minneapolis-St. Paul-Bloomington,Dakota County,Minnesota,213723116.3,256620558.1,2548,41976,51630.48,49070.16754,0.08358146,47697,47697,18.71681217,37.3,36.8,38,29255,0.613350945,0.638971004,0.141203849,0.002117534,0.061240749,0,0.004612449,0.057907206,0.093947208,41976,83575,23.3,19418,0.9816665,0.69279194,354460.06,0.2090784,0.27988756,0.114676155,0.066783406
75150,Dallas-Fort Worth-Arlington,Dallas County,Texas,198906238,256591959.4,5087,28233,25692.03,24747.62285,0.1124075,63895,63895,12.56018165,34.1,30.7,37.9,38818,0.607527976,0.273448627,0.206401127,0.001971985,0.026089678,0,0.002629314,0.014179513,0.475279756,28233,66265,31,24626,0.9311703,0.5000654,275791.3,0.30124882,0.12927587,0.056937657,0.041711662
89138,Las Vegas-Henderson-Paradise,Clark County,Nevada,243346141.9,256472697.7,1201,75116,106664.72,106870.7091,0.025590552,21855,21855,18.19615439,39.2,40.2,38.4,13886,0.635369481,0.625257378,0.030519332,0.002562343,0.13809197,0.00141844,0.005536491,0.097460535,0.099153512,75116,157170,23.3,8190,0.95286936,0.803306,745145.74,0.105050236,0.35830355,0.27004248,0.059718523
75040,Dallas-Fort Worth-Arlington,Dallas County,Texas,197583251.8,256468215.6,4023,28290,31119,32637.34449,0.11479973,63143,63143,15.6969426,36,32.9,38.5,38946,0.61679046,0.222890898,0.124257637,0.004513564,0.120979364,0,0.002803161,0.030518031,0.494037344,28290,70592,29.1,21023,0.9542882,0.68672115,299168.15,0.24905242,0.13947822,0.07706129,0.03529761
60031,Chicago-Naperville-Elgin,Lake County,Illinois,233942413.3,256445366,1956,53304,82088.16,49020.0243,0.04387475,37202,37202,19.01959372,40.4,39.2,41.1,24457,0.657410892,0.62991237,0.068060857,0.000268803,0.125638407,0,0.0058599,0.032498253,0.137761411,53304,108424,30.2,14881,0.9630401,0.75298303,337993.33,0.15358873,0.34564352,0.1976062,0.052275293
67206,Wichita,Sedgwick County,Kansas,192946715.4,256428303.7,1678,65363,104580.8,48253.01825,0.123780385,17601,17601,10.49037098,41,37.7,43.8,9543,0.542185103,0.759956821,0.069143799,0.009431282,0.065848531,0.00022726,0.001022669,0.032157264,0.062212374,65363,83651,17.4,8233,0.94266975,0.6271099,349004.06,0.10786929,0.40196732,0.2356619,0.065307945
77380,Houston-The Woodlands-Sugar Land,Montgomery County,Texas,225468212.3,256307173.4,2416,63929,72879.06,33188.27048,0.06016016,30034,30034,12.42893892,36.4,38,35.3,20345,0.677398948,0.600286342,0.067223813,0,0.076080442,0,0.006592528,0.044682693,0.205134181,63929,82383,26.1,15746,0.914391,0.35907766,385600.17,0.14268215,0.33821794,0.1993467,0.050596677
92335,Riverside-San Bernardino-Ontario,San Bernardino County,California,173412241.3,256303529.9,5539,22080,12585.6,33682.93441,0.16170532,96704,96704,17.45724046,30.7,30,31.2,60517,0.625796244,0.084463931,0.036379054,0.003557247,0.016948627,0.001375331,0.002688617,0.005894275,0.848692919,22080,70082,30,25784,0.96598667,0.4732003,552736.21,0.32843018,0.08669659,0.01251797,0.022676067
44714,Canton-Massillon,Stark County,Ohio,187262429.3,256273275.7,3828,29565,48486.6,18461.66837,0.13464308,9977,9977,2.606369594,41.4,35.7,42.9,5841,0.585446527,0.711336073,0.202866593,0,0.00571314,0,0.004510374,0.033777689,0.041796131,29565,53906,19.4,4518,0.9448871,0.61466384,140390.3,0.38969815,0.14822045,0.05781649,0.08581413
21075,Baltimore-Columbia-Towson,Howard County,Maryland,218264197.8,256249685,2597,50468,44916.52,53761.62071,0.074118115,36176,36176,13.93086754,33.9,33,34.8,23359,0.645704334,0.398358027,0.249253649,0.001603273,0.203062804,0,0.002073198,0.04215502,0.103494029,50468,126378,27.4,12854,0.979695,0.65163183,474014.27,0.1601241,0.28663766,0.25143275,0.049030963
73118,Oklahoma City,Oklahoma County,Oklahoma,193125304.9,256175918.9,2879,48564,57305.52,31673.43517,0.123061165,13942,13942,4.842549598,36.8,36.9,36.8,9994,0.716826854,0.692511835,0.059245445,0.024315019,0.035647683,0,0.003729737,0.057524028,0.127026252,48564,64553,17.7,7742,0.87703437,0.56966126,228330.42,0.16823812,0.27445,0.20197819,0.07088332
19032,Philadelphia-Camden-Wilmington,Delaware County,Pennsylvania,176608560.8,256010431.8,5427,23708,20625.96,26547.94762,0.15507546,6758,6758,1.245266708,33.7,31.5,34.9,4257,0.629920095,0.440071027,0.433708198,0,0.031074282,0.003847292,0.002219592,0.0282628,0.06081681,23708,56650,25.7,2670,0.91610485,0.72690105,201812.19,0.39733708,0.11516001,0.077084795,0.03135179
27510,Durham-Chapel Hill,Orange County,North Carolina,184801752.7,255798427.1,4418,40813,28569.1,29323.70607,0.13877465,14131,14131,3.198155875,32,32.6,30.1,10294,0.728469323,0.662019673,0.161771991,0.007572005,0.074446253,0,0.001273795,0.026395867,0.066520416,40813,61089,22.7,7527,0.9015544,0.2792514,437333.29,0.08099909,0.32369298,0.3215694,0.045988586
7072,New York-Newark-Jersey City,Bergen County,New Jersey,206893556.1,255669396.6,1606,46601,85745.84,73419.53693,0.0953885,6341,6341,3.94754972,43.4,41.4,44.2,4424,0.697681754,0.672449141,0.006150449,0.002523261,0.090206592,0,0.01277401,0.018293645,0.197602902,46601,89669,31.6,2762,0.93627805,0.5966744,603439.13,0.38613647,0.19513255,0.12538026,0.03338837
3102,Manchester-Nashua,Hillsborough County,New Hampshire,193465855.8,255620475.4,3727,36760,38598,29994.71096,0.12157598,33759,33759,9.05882569,35.5,34.7,36.4,22708,0.672650256,0.759767766,0.069433336,0.002962173,0.038715602,0,0.007997867,0.04194437,0.079178886,36760,66064,23.9,15029,0.9457715,0.36998734,385088.97,0.29799256,0.20780721,0.08158199,0.07393615
84054,Ogden-Clearfield,Davis County,Utah,236594069.7,255389907.3,2563,41755,34239.1,65393.04028,0.036798317,21937,21937,8.55801345,33.2,30.9,34.4,13299,0.60623604,0.734558053,0.002188084,0.000455851,0.051784656,0.00806856,0.001868988,0.040160459,0.160915348,41755,94802,21.3,7671,0.96871334,0.7009824,550787.89,0.21042986,0.27433765,0.13224402,0.03347767
6511,New Haven-Milford,South Central Connecticut Planning Region,Connecticut,119459030,255162849.8,9624,36727,14323.53,12189.80976,0.2659161,55940,55940,5.812586852,28.9,28.8,29.1,40705,0.72765463,0.335234179,0.349213443,0.000947444,0.074651412,0,0.013460851,0.036306757,0.190185913,36727,55248,21.3,24265,0.8836596,0.19550414,325333.01,0.2558524,0.20356402,0.2959702,0.02105123
6106,Hartford-East Hartford-Middletown,Capitol Planning Region,Connecticut,112021980.9,255081922,9244,23445,18287.1,9308.548353,0.2804196,38511,38511,4.166253749,32.8,31.7,33.8,25195,0.654228662,0.156241074,0.165537119,7.79E-05,0.026382073,0,0.003167926,0.023136247,0.625457661,23445,42820,20.1,16769,0.8740533,0.25857952,189172.3,0.3251306,0.09038429,0.06282657,0.017296862
7072,New York-Newark-Jersey City,Bergen County,New Jersey,206893556.1,255669396.6,1606,46601,85745.84,73419.53693,0.0953885,6341,6341,3.94754972,43.4,41.4,44.2,4424,0.697681754,0.672449141,0.006150449,0.002523261,0.090206592,0,0.01277401,0.018293645,0.197602902,46601,89669,31.6,2762,0.93627805,0.5966744,603439.13,0.38613647,0.19513255,0.12538026,0.03338837
3102,Manchester-Nashua,Hillsborough County,New Hampshire,193465855.8,255620475.4,3727,36760,38598,29994.71096,0.12157598,33759,33759,9.05882569,35.5,34.7,36.4,22708,0.672650256,0.759767766,0.069433336,0.002962173,0.038715602,0,0.007997867,0.04194437,0.079178886,36760,66064,23.9,15029,0.9457715,0.36998734,385088.97,0.29799256,0.20780721,0.08158199,0.07393615
84054,Ogden-Clearfield,Davis County,Utah,236594069.7,255389907.3,2563,41755,34239.1,65393.04028,0.036798317,21937,21937,8.55801345,33.2,30.9,34.4,13299,0.60623604,0.734558053,0.002188084,0.000455851,0.051784656,0.00806856,0.001868988,0.040160459,0.160915348,41755,94802,21.3,7671,0.96871334,0.7009824,550787.89,0.21042986,0.27433765,0.13224402,0.03347767
6511,New Haven-Milford,South Central Connecticut Planning Region,Connecticut,119459030,255162849.8,9624,36727,14323.53,12189.80976,0.2659161,55940,55940,5.812586852,28.9,28.8,29.1,40705,0.72765463,0.335234179,0.349213443,0.000947444,0.074651412,0,0.013460851,0.036306757,0.190185913,36727,55248,21.3,24265,0.8836596,0.19550414,325333.01,0.2558524,0.20356402,0.2959702,0.02105123
6106,Hartford-East Hartford-Middletown,Capitol Planning Region,Connecticut,112021980.9,255081922,9244,23445,18287.1,9308.548353,0.2804196,38511,38511,4.166253749,32.8,31.7,33.8,25195,0.654228662,0.156241074,0.165537119,7.79E-05,0.026382073,0,0.003167926,0.023136247,0.625457661,23445,42820,20.1,16769,0.8740533,0.25857952,189172.3,0.3251306,0.09038429,0.06282657,0.017296862
78213,San Antonio-New Braunfels,Bexar County,Texas,150219071.4,255010665.3,5268,27621,28449.63,19954.59873,0.20546512,42321,42321,8.033057604,35.3,35.1,35.5,26453,0.625056119,0.193213771,0.029441648,0.000425321,0.014838969,0.001630396,0.004820302,0.015500579,0.740129014,27621,51118,21.6,18093,0.9148842,0.46686402,218555.53,0.24680266,0.15981305,0.077279806,0.054299504
43229,Columbus,Franklin County,Ohio,144763894.8,255007630.9,6104,26203,20962.4,20814.32295,0.21615772,55168,55168,9.037918761,33,32.7,33.3,34209,0.620087732,0.32087442,0.445783788,0.000416908,0.059871665,0,0.001957657,0.064421404,0.106674159,26203,52124,20.8,23267,0.93411267,0.40323916,262045.78,0.315164,0.17235929,0.07014622,0.049557347
40025,Louisville/Jefferson County,Jefferson County,Kentucky,249485977.1,254949173.8,435,234405,586012.5,0,0.010714286,560,560,1.287185972,50,54.2,44.8,312,0.557142857,0.798214286,0,0,0.048214286,0,0,0.055357143,0.098214286,234405,250001,18.4,229,0.96069866,0.94545454,0,0.02948403,0.29238328,0.61179364,0.03117506
11940,New York-Newark-Jersey City,Suffolk County,New York,238077330.3,254932361.9,1090,64023,141490.83,92368.72061,0.03305785,5462,5462,5.010508889,47.1,43.9,49.1,2987,0.546869279,0.88026364,0.023434639,0,0.024716221,0,0.00585866,0.019406811,0.046320029,64023,128598,33.7,2097,0.9198856,0.75479525,693019.11,0.31346002,0.14787816,0.16662328,0.06342844
19804,Philadelphia-Camden-Wilmington,New Castle County,Delaware,211880641.8,254921115,2506,41954,60413.76,41294.79686,0.0844192,17986,17986,7.17606348,39.4,38.6,40.4,11304,0.628488825,0.634827088,0.141387746,0.001779162,0.016068053,0.000667186,0.002446347,0.046814189,0.15601023,41954,71610,24.6,7872,0.9500762,0.7482284,265449.68,0.38842458,0.143482,0.080918536,0.05978452
18045,Allentown-Bethlehem-Easton,Northampton County,Pennsylvania,238980219.7,254804289.8,1535,52599,106775.97,59239.36214,0.03105142,29563,29563,19.26149387,45.3,43.3,47,17581,0.594696073,0.763217535,0.027974157,0.000202956,0.047694754,0,0.002300173,0.023881203,0.134729222,52599,104285,27.3,12301,0.9580522,0.7893933,376500.75,0.25766143,0.25072965,0.16321598,0.07378283
23707,Virginia Beach-Norfolk-Newport News,Portsmouth city,Virginia,144909676.5,254762602.5,3656,30901,40789.32,28898.27996,0.21559861,14254,14254,3.899030078,38.2,34.7,41.4,8275,0.580538796,0.429633787,0.435667181,0.003718255,0.030166971,0,0.007646976,0.06117581,0.03199102,30901,49363,23.4,7061,0.88939244,0.5546178,236529.49,0.28997207,0.16568354,0.06447273,0.11630332
46615,South Bend-Mishawaka,St. Joseph County,Indiana,159868494.8,254658249,4339,31545,36907.65,21788.48904,0.18611169,14324,14324,3.301536467,36.7,35.8,37.2,9282,0.648003351,0.674322815,0.127199106,0.001466071,0.037140464,0,0.007330355,0.048519966,0.104021223,31545,52970,21.6,7197,0.87467,0.6189039,160214.74,0.2589738,0.21347128,0.1282728,0.043360434
77023,Houston-The Woodlands-Sugar Land,Harris County,Texas,156136332.5,254604102.5,4697,28150,30120.5,24082.15388,0.19337428,25680,25680,5.467013838,35.7,37.5,34.1,16423,0.639524922,0.1625,0.03271028,0.000545171,0.017873832,0,0,0.002842679,0.783528037,28150,47697,24.4,11716,0.86539775,0.44481704,274248.21,0.29115388,0.13728549,0.09331484,0.031738035
7849,New York-Newark-Jersey City,Morris County,New Jersey,232376679.8,254539338.5,1272,56492,122022.72,78080.88091,0.04353484,8573,8573,6.739579747,46.6,46.1,47.5,5161,0.602006299,0.753178584,0.062988452,0,0.070920331,0.001516389,0,0.022395894,0.08900035,56492,115670,32.8,3610,0.9163435,0.89570737,451830.84,0.25917026,0.25708795,0.16834855,0.048857596
7849,New York-Newark-Jersey City,Morris County,New Jersey,232376679.8,254539338.5,1272,56492,122022.72,78080.88091,0.04353484,8573,8573,6.739579747,46.6,46.1,47.5,5161,0.602006299,0.753178584,0.062988452,0,0.070920331,0.001516389,0,0.022395894,0.08900035,56492,115670,32.8,3610,0.9163435,0.89570737,451830.84,0.25917026,0.25708795,0.16834855,0.048857596
19562,Reading,Berks County,Pennsylvania,211535927.6,254477909.3,2614,33809,71675.08,25665.54688,0.08437271,2984,2984,1.141413144,46.2,40,54.3,1561,0.523123324,0.903150134,0.01541555,0,0,0,0,0.03652815,0.044906166,33809,68640,26.5,1368,0.95540935,0.4812548,243516.66,0.452309,0.10617177,0.06301252,0.07866991
29707,Charlotte-Concord-Gastonia,Lancaster County,South Carolina,231859340.3,254313120.7,1119,57517,125962.23,101394.5217,0.044145934,31826,31826,28.45254684,46.9,45.3,47.3,16410,0.515616163,0.793156539,0.059699617,0.000408471,0.045151763,0,0.00405329,0.011625715,0.085904606,57517,108322,29,14097,0.9354473,0.9189353,532593.16,0.15410817,0.29995015,0.2005483,0.084806494
66204,Kansas City,Johnson County,Kansas,219309315.7,254298524.3,3823,41884,35601.4,30911.41775,0.06879554,18931,18931,4.951480377,33.5,32.7,34.7,13176,0.696001268,0.735143416,0.082246051,0.001109292,0.011990914,0,0.001214938,0.035286039,0.13300935,41884,72569,19,9178,0.9507518,0.4618382,290413.91,0.1795063,0.29144603,0.16496383,0.059582423
15636,Pittsburgh,Westmoreland County,Pennsylvania,233532044.7,254241245,1617,49420,102793.6,54394.17834,0.04072746,3904,3904,2.413696042,45.8,46.6,42.6,2852,0.730532787,0.911372951,0.000256148,0,0.008196721,0,0.003586066,0.03125,0.045338115,49420,139055,32.2,1487,1,0.84868866,336537.03,0.17160368,0.3009874,0.18794689,0.028177459
2655,Barnstable Town,Barnstable County,Massachusetts,228329176.7,254183338.4,532,79000,251220,226787.6238,0.05085731,3441,3441,6.471015151,56.8,57.7,56.1,1533,0.445510026,0.777680907,0.080209241,0.005231037,0.01365882,0,0.020633537,0.037779715,0.064806742,79000,95563,20.6,3019,0.51142764,0.9151554,1104566.49,0.1384222,0.29839298,0.25164354,0.059474412
8006,New York-Newark-Jersey City,Ocean County,New Jersey,242185611.9,254115938.4,524,55214,198218.26,287123.6381,0.02347418,435,435,0.830816544,60.9,63,60.5,173,0.397701149,0.772413793,0,0,0.193103448,0,0.022988506,0,0.011494253,55214,93958,33,1264,0.159019,0.93532336,1328710.38,0.09116809,0.43589744,0.2962963,0.07062147
44137,Cleveland-Elyria,Cuyahoga County,Ohio,144808906.5,254075291.7,4548,27299,40402.52,15459.88856,0.21502757,23610,23610,5.191026083,39.8,34.4,44.8,13920,0.589580686,0.228801355,0.728970775,4.24E-05,0.007412114,0,0.000635324,0.01956798,0.014570097,27299,50236,22.8,11220,0.91185385,0.63258725,112796.03,0.3457642,0.09901175,0.057803467,0.06524076
2655,Barnstable Town,Barnstable County,Massachusetts,228329176.7,254183338.4,532,79000,251220,226787.6238,0.05085731,3441,3441,6.471015151,56.8,57.7,56.1,1533,0.445510026,0.777680907,0.080209241,0.005231037,0.01365882,0,0.020633537,0.037779715,0.064806742,79000,95563,20.6,3019,0.51142764,0.9151554,1104566.49,0.1384222,0.29839298,0.25164354,0.059474412
8006,New York-Newark-Jersey City,Ocean County,New Jersey,242185611.9,254115938.4,524,55214,198218.26,287123.6381,0.02347418,435,435,0.830816544,60.9,63,60.5,173,0.397701149,0.772413793,0,0,0.193103448,0,0.022988506,0,0.011494253,55214,93958,33,1264,0.159019,0.93532336,1328710.38,0.09116809,0.43589744,0.2962963,0.07062147
44137,Cleveland-Elyria,Cuyahoga County,Ohio,144808906.5,254075291.7,4548,27299,40402.52,15459.88856,0.21502757,23610,23610,5.191026083,39.8,34.4,44.8,13920,0.589580686,0.228801355,0.728970775,4.24E-05,0.007412114,0,0.000635324,0.01956798,0.014570097,27299,50236,22.8,11220,0.91185385,0.63258725,112796.03,0.3457642,0.09901175,0.057803467,0.06524076
78411,Corpus Christi,Nueces County,Texas,135668121.2,254056317.4,3830,32347,44962.33,21374.17792,0.23299597,23492,23492,6.133983441,38.9,36.7,40,14350,0.610846246,0.30712583,0.027668994,0,0.012472331,0,0.000425677,0.009322322,0.642984846,32347,58667,18.2,10365,0.8561505,0.60141987,188166.46,0.29400197,0.12659784,0.11572026,0.06926062
33050,Key West,Monroe County,Florida,194260857.4,253913855,1159,49967,120420.47,98693.95469,0.117467,10520,10520,9.078211771,49.1,49.5,48,6229,0.592110266,0.546007605,0.04391635,0,0.004277567,0,0,0.022528517,0.383269962,49967,74487,13.5,7199,0.5911932,0.54417294,896597.95,0.30411538,0.19557379,0.1203531,0.0606414
25109,Huntington-Ashland,Putnam County,West Virginia,91536148.76,253847667.1,2686,23063,73109.71,21387.18876,0.3197026,807,807,0.300412441,56.7,57,56.3,528,0.654275093,0.996282528,0,0,0,0,0,0.003717472,0,23063,41010,,435,0.7126437,1,111351.36,0.58356166,0.10410959,0,0.13287671
60430,Chicago-Naperville-Elgin,Cook County,Illinois,207869260.3,253656218.8,2969,37013,52558.46,32886.93799,0.090253964,20430,20430,6.881950261,39.2,37.5,40.3,11446,0.560254528,0.391189427,0.491825746,0,0.009593735,0.002838962,0.000978953,0.034508076,0.0690651,37013,85136,33.1,7773,0.9512415,0.7838788,231842.7,0.2126184,0.27175778,0.16518757,0.058484238
30064,Atlanta-Sandy Springs-Alpharetta,Cobb County,Georgia,231740191.4,253642022.8,1660,50866,79350.96,73428.3944,0.04317469,50997,50997,30.71765731,40.6,38.4,43.2,29565,0.579739985,0.622546424,0.217953997,0.000529443,0.022981744,3.92E-05,0.004431633,0.04592427,0.08559327,50866,114496,31.1,19019,0.96487725,0.83281565,490038.31,0.17112912,0.3658257,0.20532058,0.06867344
30064,Atlanta-Sandy Springs-Alpharetta,Cobb County,Georgia,231740191.4,253642022.8,1660,50866,79350.96,73428.3944,0.04317469,50997,50997,30.71765731,40.6,38.4,43.2,29565,0.579739985,0.622546424,0.217953997,0.000529443,0.022981744,3.92E-05,0.004431633,0.04592427,0.08559327,50866,114496,31.1,19019,0.96487725,0.83281565,490038.31,0.17112912,0.3658257,0.20532058,0.06867344
19437,Philadelphia-Camden-Wilmington,Montgomery County,Pennsylvania,250820899.5,253615561.4,838,86025,165168,137539.7019,0.005509642,968,968,1.155374906,44.2,45.7,25.5,702,0.725206612,0.768595041,0.045454545,0,0.100206612,0,0,0.074380165,0.011363636,86025,200795,42.7,271,1,1,982571.45,0,0.34962407,0.56954885,0.03717472
46260,Indianapolis-Carmel-Anderson,Marion County,Indiana,180764539.5,253590218.3,3363,42908,45053.4,30347.86274,0.14358929,35019,35019,10.41237646,35.5,32.4,37.6,20824,0.594648619,0.446243468,0.410577115,0.001227905,0.028441703,0,0.014249407,0.021074274,0.078186128,42908,66330,23.6,16161,0.9145474,0.48836264,294472.65,0.1665701,0.28505215,0.18308227,0.044305466
45255,Cincinnati,Hamilton County,Ohio,222573311.8,253491735.9,1700,51908,101220.6,47860.48353,0.060985073,22012,22012,12.94548242,44.5,42.9,46.5,12582,0.571597311,0.878384518,0.04452117,0,0.021533709,0,0.001181174,0.022078866,0.032300563,51908,81719,25.3,9973,0.95427656,0.67111486,329890.38,0.18545249,0.27331492,0.22919543,0.09178106
33558,Tampa-St. Petersburg-Clearwater,Hillsborough County,Florida,229124213.3,253447637.3,1604,50878,80896.02,77135.83996,0.047985107,29098,29098,18.1434363,40.9,40.2,41.6,17439,0.599319541,0.601106605,0.04457351,0,0.095607946,0,0.008900955,0.030036429,0.219774555,50878,102821,31.4,11093,0.9589831,0.74779093,564298.88,0.17423931,0.32504112,0.23391242,0.072946504
46311,Chicago-Naperville-Elgin,Lake County,Indiana,231075433.6,253365740.7,1831,48641,80744.06,57610.45721,0.0439884,23074,23074,12.59993605,41.6,40,44,13516,0.585767531,0.809309179,0.038398197,0,0.016078703,0,0.000390049,0.019285776,0.116538095,48641,109631,31.1,8860,0.96862304,0.8929154,346940.8,0.2705436,0.22888447,0.14285715,0.05743225
